gkz,bezirkname,alle Krebsarten:diff_rate,alle Krebsarten:rate,alle Krebsarten:rate_at,Bauchspeicheldrüsenkrebs:diff_rate,Bauchspeicheldrüsenkrebs:rate,Bauchspeicheldrüsenkrebs:rate_at,Brustkrebs:diff_rate,Brustkrebs:rate,Brustkrebs:rate_at,Darmkrebs:diff_rate,Darmkrebs:rate,Darmkrebs:rate_at,Eierstockkrebs:diff_rate,Eierstockkrebs:rate,Eierstockkrebs:rate_at,Leukämie:diff_rate,Leukämie:rate,Leukämie:rate_at,Lungenkrebs:diff_rate,Lungenkrebs:rate,Lungenkrebs:rate_at,Magenkrebs:diff_rate,Magenkrebs:rate,Magenkrebs:rate_at,Prostatakrebs:diff_rate,Prostatakrebs:rate,Prostatakrebs:rate_at
704,Kitzbühel,-28.19999999999999,172.25,200.45,-4.140000000000002,12.62,16.76,-6.2500000000000036,26.81,33.06,0.21000000000000085,20.89,20.68,5.52,16.11,10.59,-1.2800000000000002,5.95,7.23,-7.109999999999999,22.07,29.18,-2.8000000000000007,5.42,8.22,0,0,0
705,Kufstein,-24.299999999999983,176.15,200.45,-1.5100000000000016,15.25,16.76,-4.090000000000003,28.97,33.06,-6.34,14.34,20.68,2.6500000000000004,13.24,10.59,-0.8700000000000001,6.36,7.23,-8.509999999999998,20.67,29.18,-1.6500000000000004,6.57,8.22,0,0,0
706,Landeck,-18.819999999999993,181.63,200.45,2.479999999999997,19.24,16.76,-7.010000000000002,26.05,33.06,-3.460000000000001,17.22,20.68,1.6099999999999994,12.2,10.59,-0.8100000000000005,6.42,7.23,-4.809999999999999,24.37,29.18,1.6999999999999993,9.92,8.22,0,0,0
707,Lienz,-20.00999999999999,180.44,200.45,4.25,21.01,16.76,-3.6300000000000026,29.43,33.06,-4.59,16.09,20.68,2.6999999999999993,13.29,10.59,0.05999999999999961,7.29,7.23,-9.399999999999999,19.78,29.18,-0.3600000000000003,7.86,8.22,0,0,0
708,Reutte,-9.25,191.2,200.45,0.46999999999999886,17.23,16.76,0.509999999999998,33.57,33.06,1.9499999999999993,22.63,20.68,2.1899999999999995,12.78,10.59,3.049999999999999,10.28,7.23,-7.989999999999998,21.19,29.18,-1.8800000000000008,6.34,8.22,0,0,0
709,Schwaz,-13.419999999999987,187.03,200.45,-2.3100000000000023,14.45,16.76,-4.310000000000002,28.75,33.06,-5.68,15,20.68,0.08999999999999986,10.68,10.59,-1.8200000000000003,5.41,7.23,0.6799999999999997,29.86,29.18,-0.6900000000000004,7.53,8.22,0,0,0
801,Bludenz,-1.5600000000000023,198.89,200.45,-2.9700000000000024,13.79,16.76,-0.10000000000000142,32.96,33.06,-0.620000000000001,20.06,20.68,-2,8.59,10.59,-1.9000000000000004,5.33,7.23,-1.509999999999998,27.67,29.18,1.3699999999999992,9.59,8.22,0,0,0
802,Bregenz,-15.879999999999995,184.57,200.45,-3.4200000000000017,13.34,16.76,-1.4600000000000009,31.6,33.06,-1.0300000000000011,19.65,20.68,-1.4000000000000004,9.19,10.59,-0.3800000000000008,6.85,7.23,-4.77,24.41,29.18,-1.4200000000000008,6.8,8.22,0,0,0
803,Dornbirn,-22.22,178.23,200.45,-5.000000000000002,11.76,16.76,-1.3400000000000034,31.72,33.06,-0.35999999999999943,20.32,20.68,-2.08,8.51,10.59,-1.5300000000000002,5.7,7.23,-1.3299999999999983,27.85,29.18,-2.7700000000000005,5.45,8.22,0,0,0
804,Feldkirch,-17.289999999999992,183.16,200.45,-2.820000000000002,13.94,16.76,-1.2800000000000011,31.78,33.06,-4.210000000000001,16.47,20.68,-1.209999999999999,9.38,10.59,-0.1800000000000006,7.05,7.23,-2.370000000000001,26.81,29.18,-1.3100000000000005,6.91,8.22,0,0,0
901,"Wien 1.,Innere Stadt",8.490000000000009,208.94,200.45,0.16999999999999815,16.93,16.76,-2.5000000000000036,30.56,33.06,-0.00999999999999801,20.67,20.68,-0.9700000000000006,9.62,10.59,-0.6000000000000005,6.63,7.23,11.200000000000003,40.38,29.18,-1.1000000000000005,7.12,8.22,0,0,0
902,"Wien 2.,Leopoldstadt",34.55000000000001,235,200.45,3.1499999999999986,19.91,16.76,0.37999999999999545,33.44,33.06,6.84,27.52,20.68,-0.2699999999999996,10.32,10.59,-1.0100000000000007,6.22,7.23,17.520000000000003,46.7,29.18,-1.5600000000000005,6.66,8.22,0,0,0
903,"Wien 3.,Landstraße",11.580000000000013,212.03,200.45,-3.160000000000002,13.6,16.76,-0.7199999999999989,32.34,33.06,-0.019999999999999574,20.66,20.68,-0.4399999999999995,10.15,10.59,0.8099999999999987,8.04,7.23,12.850000000000001,42.03,29.18,0.7899999999999991,9.01,8.22,0,0,0
904,"Wien 4.,Wieden",41.07000000000002,241.52,200.45,0.00999999999999801,16.77,16.76,6.640000000000001,39.7,33.06,1.6999999999999993,22.38,20.68,7.170000000000002,17.76,10.59,0.8699999999999992,8.1,7.23,7.649999999999999,36.83,29.18,-1.1500000000000004,7.07,8.22,0,0,0
905,"Wien 5.,Margareten",34.93000000000001,235.38,200.45,5.52,22.28,16.76,4.739999999999995,37.8,33.06,4.460000000000001,25.14,20.68,0.08000000000000007,10.67,10.59,-0.41000000000000014,6.82,7.23,14.020000000000003,43.2,29.18,1.9900000000000002,10.21,8.22,0,0,0
906,"Wien 6.,Mariahilf",24.97,225.42,200.45,5.279999999999998,22.04,16.76,7.159999999999997,40.22,33.06,2.490000000000002,23.17,20.68,2.49,13.08,10.59,-0.7100000000000009,6.52,7.23,6.990000000000002,36.17,29.18,-2.660000000000001,5.56,8.22,0,0,0
907,"Wien 7.,Neubau",-4.539999999999992,195.91,200.45,2.049999999999997,18.81,16.76,-1.4100000000000037,31.65,33.06,0.8900000000000006,21.57,20.68,-5.87,4.72,10.59,-0.1800000000000006,7.05,7.23,6.920000000000002,36.1,29.18,-3.540000000000001,4.68,8.22,0,0,0
908,"Wien 8.,Josefstadt",42.22,242.67,200.45,-1.3000000000000007,15.46,16.76,5.099999999999994,38.16,33.06,2.780000000000001,23.46,20.68,-3.5999999999999996,6.99,10.59,5.379999999999999,12.61,7.23,11.329999999999998,40.51,29.18,0.6699999999999999,8.89,8.22,0,0,0
909,"Wien 9.,Alsergrund",34.60000000000002,235.05,200.45,-5.220000000000002,11.54,16.76,13,46.06,33.06,1.8300000000000018,22.51,20.68,3.17,13.76,10.59,0.5,7.73,7.23,14.030000000000001,43.21,29.18,-0.4900000000000002,7.73,8.22,0,0,0
910,"Wien 10.,Favoriten",34.18000000000001,234.63,200.45,4.709999999999997,21.47,16.76,7.659999999999997,40.72,33.06,3.469999999999999,24.15,20.68,-1.5899999999999999,9,10.59,-0.6900000000000004,6.54,7.23,12.399999999999999,41.58,29.18,-0.14000000000000057,8.08,8.22,0,0,0
911,"Wien 11.,Simmering",56.24000000000001,256.69,200.45,3.349999999999998,20.11,16.76,9.199999999999996,42.26,33.06,9.620000000000001,30.3,20.68,0.35999999999999943,10.95,10.59,0.25,7.48,7.23,19.07,48.25,29.18,0.2400000000000002,8.46,8.22,0,0,0
912,"Wien 12.,Meidling",35.120000000000005,235.57,200.45,1.5199999999999996,18.28,16.76,9.369999999999997,42.43,33.06,7.699999999999999,28.38,20.68,2.4700000000000006,13.06,10.59,-0.8900000000000006,6.34,7.23,10.100000000000001,39.28,29.18,-0.33000000000000096,7.89,8.22,0,0,0
913,"Wien 13.,Hietzing",7.390000000000015,207.84,200.45,7.279999999999998,24.04,16.76,6.6299999999999955,39.69,33.06,3.080000000000002,23.76,20.68,-1.8100000000000005,8.78,10.59,-0.4900000000000002,6.74,7.23,-1.1099999999999994,28.07,29.18,-1.9000000000000004,6.32,8.22,0,0,0
914,"Wien 14.,Penzing",9.610000000000014,210.06,200.45,2.969999999999999,19.73,16.76,-1.1600000000000037,31.9,33.06,3.280000000000001,23.96,20.68,1.7200000000000006,12.31,10.59,1.4299999999999997,8.66,7.23,8.29,37.47,29.18,-1.9300000000000006,6.29,8.22,0,0,0
915,"Wien 15.,Rudolfsheim-Fünfhaus",33.47,233.92,200.45,5.66,22.42,16.76,1.2399999999999949,34.3,33.06,6.940000000000001,27.62,20.68,-3.4799999999999995,7.11,10.59,0.17999999999999972,7.41,7.23,17.299999999999997,46.48,29.18,-0.16000000000000014,8.06,8.22,0,0,0
916,"Wien 16.,Ottakring",22.090000000000003,222.54,200.45,2.0799999999999983,18.84,16.76,2.519999999999996,35.58,33.06,0.9699999999999989,21.65,20.68,-1.3399999999999999,9.25,10.59,1.6999999999999993,8.93,7.23,12.910000000000004,42.09,29.18,-1.5500000000000007,6.67,8.22,0,0,0
917,"Wien 17.,Hernals",18.370000000000005,218.82,200.45,-3.370000000000001,13.39,16.76,12.989999999999995,46.05,33.06,3.580000000000002,24.26,20.68,-4.09,6.5,10.59,2.379999999999999,9.61,7.23,4.840000000000003,34.02,29.18,-2.6100000000000003,5.61,8.22,0,0,0
918,"Wien 18.,Währing",6.930000000000007,207.38,200.45,-1.8300000000000018,14.93,16.76,7.799999999999997,40.86,33.06,2,22.68,20.68,3.2799999999999994,13.87,10.59,-1.5500000000000007,5.68,7.23,10.479999999999997,39.66,29.18,-0.7900000000000009,7.43,8.22,0,0,0
919,"Wien 19.,Döbling",26.100000000000023,226.55,200.45,3.539999999999999,20.3,16.76,3.729999999999997,36.79,33.06,1.8300000000000018,22.51,20.68,0.4800000000000004,11.07,10.59,0.4399999999999995,7.67,7.23,10.829999999999998,40.01,29.18,-2.2600000000000007,5.96,8.22,0,0,0
920,"Wien 20.,Brigittenau",38.56,239.01,200.45,3.5299999999999976,20.29,16.76,2.6400000000000006,35.7,33.06,0.23000000000000043,20.91,20.68,-0.6699999999999999,9.92,10.59,2.6899999999999995,9.92,7.23,20.68,49.86,29.18,0.7400000000000002,8.96,8.22,0,0,0
921,"Wien 21.,Floridsdorf",27.390000000000015,227.84,200.45,1.639999999999997,18.4,16.76,3.9399999999999977,37,33.06,1.1600000000000001,21.84,20.68,-1.17,9.42,10.59,0.6199999999999992,7.85,7.23,16.200000000000003,45.38,29.18,-1.0300000000000002,7.19,8.22,0,0,0
922,"Wien 22.,Donaustadt",25.05000000000001,225.5,200.45,3.719999999999999,20.48,16.76,1.0999999999999943,34.16,33.06,2.789999999999999,23.47,20.68,-1.3399999999999999,9.25,10.59,2.25,9.48,7.23,14.969999999999999,44.15,29.18,-0.47000000000000064,7.75,8.22,0,0,0
923,"Wien 23.,Liesing",16.870000000000005,217.32,200.45,4.43,21.19,16.76,6.469999999999999,39.53,33.06,1.6499999999999986,22.33,20.68,2.210000000000001,12.8,10.59,-1.5700000000000003,5.66,7.23,6.590000000000003,35.77,29.18,0.3099999999999987,8.53,8.22,0,0,0
